,OSOURCE,TCODE,STATE,MAILCODE,RECINHSE,RECP3,DOMAIN,WEALTH2,VETERANS,CRAFTS,WALKER,PEPSTRFL,RFA_5,RFA_24,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
71346,138.0,1.0,20.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,60.0,18.0,-1.4384479984675258,-1.4526677187486416,1.3738524454323526,0.2889313733766275,0.370448073059849,-0.4041069055764762,-1.078340127612282,-0.8424033045478577,-0.5344749094776449,-0.9036356108772025,0.19354176447825092,-1.1037367171660935,0.7220410752651588
72414,54.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,140.0,210.0,-4.5950199037496535,3.2090992018692552,1.6132659740397255,2.5306881962578545,0.8627957948533009,0.38202867535008883,-1.0544315063755547,-0.679268474998816,-0.20659028846046668,-1.117019774800842,-0.16367921551758627,-1.4454955626856933,0.17709471765737247
18078,55.0,1.0,14.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,224.0,40.0,1.1500300574894808,-1.9495949217240502,-0.40768938961927637,-0.35801562301167683,0.8980542204468255,-1.265330049112071,1.0089122996178057,0.69737328216302,1.020562945807399,-0.29660566931164406,0.8768986424327998,0.8855235776034778,0.5413493983193755
37103,32.0,0.0,3.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,1.0,36.0,18.0,-0.045888281839330775,0.43010949282434163,-1.9213616155495512,0.017585091117780643,-1.378012699580309,-0.12253281685464415,-0.41800727128442294,-0.5916177223249655,-0.7173729681776759,0.7868292902225109,-1.4619242278886733,-0.8246999916456138,0.7200401491265479
72973,28.0,0.0,12.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0307489169901323,-0.8172459117335787,-0.24652074611945887,0.24869874366657818,-0.710849666656891,0.8553919287376435,-0.838358048392799,-1.3249884016523885,0.5069571185092581,-0.638188679794064,0.8673255675599224,0.2169529494599137,0.3690588887049535
21103,30.0,2.0,30.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,42.0,18.0,-2.145975567263771,-2.099318525503598,0.5189332553107535,-0.052154158241657075,0.738512261595351,0.5192098397519531,-0.2717263894505701,0.7654175291527222,-0.7632439160958657,0.5377441119952646,-1.5642115648020007,-0.09456549208378494,0.5316301981880575
26454,54.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,120.0,0.0,-0.7023203904002947,-1.684090431252079,-0.28888122022037127,1.0029123266706736,2.839940585646386,0.6084468696931015,-0.35624386425470944,-0.25887678652342216,-0.8504615693135416,-0.2017616444072716,-1.9680107369898316,-0.45856949776739564,0.26208455926064783
2423,6.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47094142087787266,1.6269104529877463,0.23055245744037822,-0.8437517080560598,-0.6677060969468858,-0.010557414314454743,-1.0185664334236788,-0.5298683066959275,-0.32676055612922766,-0.830348768091164,1.4576915343324686,0.5866749482441946,0.14201696531348765
7212,48.0,0.0,11.0,0.0,0.0,0.0,20.0,4.0,0.0,1.0,1.0,0.0,224.0,96.0,-1.6735220319664879,-0.09821529207089606,-0.427303632243363,-0.49896114052372026,-0.9721344657436584,1.9683657084289252,1.6981502475675379,-0.09965267586939702,1.0686967332900947,-0.8008967367340152,0.51996221289941,0.08685915139738702,-0.21675713627823465
36123,25.0,0.0,16.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,60.0,0.0,-1.5979265490407906,-2.097458146206906,2.2410730744217253,-0.13440618203161678,1.2617360309618528,1.2521766716256615,0.3037606678178639,0.6404427888818435,0.6490283872301388,-0.7252836713707624,0.5757702744885689,0.03072576328278962,1.5465047067711768
83216,23.0,2.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,72.0,8.0,2.3417857994999403,1.0600718436568195,0.5629887853295739,-1.4894624495499447,-0.05394135666990044,-0.07910058138649614,1.4012973504515829,-0.16261155379030473,-0.3086178612470831,0.5979003639821292,-0.532674342258449,0.6091207336326472,0.03799106459253292
77579,23.0,2.0,25.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,-0.5666321037801553,-1.421213095915944,0.3100438942238576,0.047108041170976986,0.005110586604837101,-2.622912452641194,-0.24210683957966883,-0.13841056975613736,1.423018773129442,-0.985721621505774,0.4642273592984097,-0.9135124336393152,-1.2379068502441182
95189,426.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,40.0,4.16669105986175,-0.4017082327140988,-0.12569709836183132,-0.8970454836630175,0.5628657744928498,-0.09234829851983,-2.3875919526928775,-0.04569625093280882,-0.11086887970820088,-0.7824319634419161,1.868079983764161,-0.3066349394659221,-0.018779451493397242
72138,147.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,42.0,50.0,-3.642338917014181,-0.2368860462095199,0.15418982352569635,0.47540211124080134,-1.1811939678780659,-1.7413548874374645,1.176747317943628,-0.8108600603835845,2.024426199887676,-0.2621008929212648,-1.3250724317513551,0.43845363885200495,-0.5865120547470085
92757,232.0,0.0,33.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,-5.467161838460556,1.0984580030280702,0.45101132744750877,1.2822411711639534,0.12000176176123777,0.43561897647044984,-1.2103869748610776,0.3106946396319441,-0.5928139768626449,-0.39093699847418156,0.4696819830424652,-0.7006672995960794,0.681545484572335
6170,162.0,1.0,14.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,60.0,8.0,1.3758381595607185,-1.925798866450198,-1.3045529062998404,0.2609726072177098,-1.849757804165785,1.472534701218741,-0.6682159268129401,1.9305848794675398,1.671965040504268,0.24609322488603094,-0.9987636278085882,-0.33252139973995204,2.8587495179919413
74389,19.0,1002.0,14.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,60.0,8.0,0.15654725832080196,-2.5921225540839634,-0.3000161125968699,-0.26491097655538587,1.3496618383779095,-0.1268883467455062,-0.6809450966389515,0.018866987888490398,0.8084414159380736,0.8524976882820936,-0.39484608012048933,-0.3656483006810036,0.7182172422330059
16060,15.0,2.0,15.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.341038850439231,1.2580246841804037,0.18242002237070704,1.4596811409602224,1.107811269998986,-1.1304649944225666,1.16555666139539,-0.635704410770178,1.1329997418194564,-0.645347566646335,-1.1238910462711875,1.5067124937500032,-0.07566674788453484
20726,87.0,28.0,12.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,96.0,0.40186048067976265,-0.9701939707002701,-0.6886573802202044,-0.24470590926480076,-1.6907200069876995,0.45596414810421876,-0.7338226341871539,-1.1390561834867192,0.018035987857128552,-0.7353762209549108,0.010877556701379314,0.4501354319486944,0.08446238258849392
30519,45.0,2.0,16.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.17692733656065882,-1.8100125746782798,0.5485562184767582,-0.5299389002060949,3.187179496856904,1.2509660790323662,1.3133374991182372,0.05802031475843369,0.4828183518706144,0.017513458918586515,-0.8458173466858029,-0.7697752663951205,0.903650287720426
41783,10.0,1.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,120.0,180.0,2.481014039360789,1.394438286539682,1.4152346973186714,0.8809491724668307,2.160568583902191,1.1300766064624845,0.2795829154978386,0.14149598770614344,0.6492340817682954,0.17051200401364383,-1.1881650014446328,-0.19815603156339337,0.4626890795780045
5215,27.0,0.0,14.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,42.0,84.0,-2.927090493633746,0.4250206597427786,-5.954216090163494,0.9476367623700719,1.1151939532298643,-0.6772981416052761,0.06218252105037207,-1.3610723009924803,-3.9369024862929547,1.2931214597216643,0.9075712315421327,5.4563196080995775,2.3686219127932002
18368,58.0,0.0,21.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,1.0,54.0,96.0,1.6498819048083444,0.4451541917248209,2.0138802580780384,-1.4032773955998548,-2.3784294803297947,-0.8147333769665608,2.128829300671128,1.2068292769216764,-0.896465235847228,-0.09050024961044355,-0.3180557137239338,-0.9932923928231495,-0.23138239695037133
33734,45.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,8.0,2.942613069099262,-0.5857358002260495,0.9373793569385409,-1.2335405040819643,1.3871428499234162,0.46867295321554703,1.5137416031856454,-0.8339540132392018,-0.06448689192510448,-0.7855583032519661,-0.2033112488169327,-0.08699842911958046,0.43902369591309337
40087,28.0,0.0,5.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,-1.3938534327776677,-1.9994606820703766,2.7605004430834597,-0.3581685909307882,0.20882972289079613,0.17746682499864622,-0.7806384070878856,0.10695283364967921,-0.5230036363846734,-0.242492308446826,-0.9682675213747288,0.6558409379671976,-0.334932221825021
89994,3.0,28.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,140.0,18.0,0.19462474432348242,3.7332479587739256,-1.2225735310331445,0.17800383090784536,1.149698320228606,-0.17516113716826953,-1.4993990286830627,0.14376555368453534,-0.8588163431771823,-0.5478851532022426,-0.782459337573622,-1.066626603617125,0.7633588333408241
73413,62.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,224.0,48.0,0.8601951601237939,-0.4618981195860621,-0.1689918169074588,-1.1944769501979748,-0.8961465615503762,0.8313221070280952,0.36693517749913185,-0.43096633311559174,0.4206681262763779,1.1676648159522154,-0.6140791726707441,0.12972157183701316,-0.5697515759216896
19828,54.0,0.0,25.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,224.0,-4.468001913961555,1.0191673951330817,1.827471267009046,-0.419839848925023,0.6448106707553732,0.7585218225273657,-1.2209139803519053,0.4037101509505754,-0.2526423911669676,0.6441733607871466,-0.10736374447070518,-0.04202240164382222,0.4243879444982277
6124,27.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6887714199059047,-1.0563261832051902,2.1924115112276796,0.2462378534136487,0.9635302323795504,0.7001992824231948,-0.5584630803519393,-0.8036370626262228,-0.1100113589601039,0.2734062241635474,-2.0366021142780077,-0.34290448257426376,0.22979442579003817
43488,197.0,1.0,33.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,96.0,-0.6162928496460591,-1.5960771739695128,0.07769088062503732,0.23213562137809315,1.12787754099271,0.16724369146236986,0.03972943252981991,-0.22122751167718938,0.022655416857178465,0.9959379523573837,-0.6370823781371054,-1.3452406641516994,0.9795641579871821
41193,93.0,1.0,29.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,224.0,40.0,2.726344835373104,-1.71807463351834,-0.49742607120145826,-0.3507453666996525,0.35793386307591835,0.6623961454491123,-0.8310092524958043,-1.025322547381425,-0.45443426767511474,0.6314246985286235,-0.04560586645016208,1.565880799778766,0.1851432504873755
29612,23.0,1.0,26.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,54.0,4.0,1.3652325452226408,-0.317911141936862,-1.1307516663774566,-1.0403147481580706,1.0902655963406915,0.9312339687758268,-0.20181423758943318,-1.0952741109884652,0.0004787414143515347,-0.5456438941479889,-0.11580732385027173,0.4504344099945115,0.2836322047098694
51033,87.0,1.0,37.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,120.0,0.0,1.0824980312037193,0.12910563154182572,2.6137495915063687,1.1130222572278259,-1.4497763373949109,0.7807792149529922,-0.4419176147761586,-0.6309468552592274,0.63425686467446,1.0059890079106057,0.3645076900575869,2.033840644517365,-0.28417469126134276
27932,15.0,1.0,16.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,42.0,0.0,-1.550967754221576,1.0416019896208124,-2.4676487561185323,1.152372127519126,0.3838465176812003,3.1776925379998597,-1.2466928844325924,-0.6187500775023455,2.9218029506200045,0.27658643321732135,-0.07782363544070763,-1.2857404022792627,-1.4140527443403483
91670,188.0,1.0,14.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,1.0,224.0,40.0,2.0767940656858994,-1.6342901794072273,-0.633486943107694,-0.3223359569772608,-0.3771394552115397,0.8561293832362007,-1.3164585382903622,-0.9326296685824913,0.5656697209063014,0.36384472204154344,1.7632832793353896,0.106457375223195,-0.18532840307440215
48632,38.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,160.0,1.1772668170243628,0.1702103180290013,1.6313606711740043,-0.7654131858912717,-2.2990000501770074,-0.1582281479019852,-1.4614281900863586,-0.022661579079140525,-0.22916897268561617,-0.5668215164999673,0.34920961711137655,0.7094031023086916,-0.7120702990464904
46453,45.0,2.0,15.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,18.0,-0.6164948259068974,1.55996615230442,-1.428582513415733,-0.09327389109781171,0.4865723764880746,0.7715533645163992,-1.822078829549932,-0.488278671162755,-0.07381285924468128,0.13554392209141655,-1.9093922841528124,-0.7595838806871671,0.5590126191388801
84271,69.0,0.0,14.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,48.0,2.6835889445022167,0.9619224776486707,2.5184068962578077,-0.8829443800716847,-1.367213753793508,-1.131260389547236,1.5294440256014834,0.1977348665492618,-0.6765877252078263,1.5802331327054984,-1.6588553817703895,-0.90452088009014,-0.3268656854798453
46089,121.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,120.0,60.0,4.410760578370622,2.6129076129457216,1.0209282923261198,0.21334109182810795,2.6919132783265973,-0.22799737434102163,-0.506460455413305,0.22272829529475927,-0.3368481631144322,-0.0160044805593089,-1.7181922270687167,-1.3709729991945272,-0.2719763518921164
54153,32.0,0.0,31.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,3.6307130613590544,0.9636514413939439,-1.597285658134247,-0.5813593067299666,0.6235256297779177,2.3708378066758637,-1.1751348337592193,2.375923879226105,1.1560521078703365,-1.2270613731777058,-2.3055564305018152,1.620757256861047,-1.6450677989042257
95205,1.0,1.0,16.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,224.0,40.0,3.163095570437052,-0.6334803407812507,2.7393947665004976,-0.2302608807411056,-0.6275574791164138,0.08458185930948249,-0.952944784525408,-0.46611276006684776,0.33712046429965126,-0.5334183135231657,0.928091728092082,0.996603408831892,0.15329552386235024
48804,27.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,60.0,60.0,2.115379662974414,4.5341787070543775,1.311517452969067,1.7931185618921832,1.6850766050363086,-0.3541674761133747,-0.6597653010231569,-0.17250699162683758,-0.29650050344251927,0.1802082042400673,-1.5903230907497183,-1.0177369966950396,0.0036669770918814236
71469,87.0,1.0,37.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,60.0,32.0,0.4268187056102659,-1.6588650399269709,0.8860726665710545,-0.33063358123118114,0.8600038019701223,-1.4536628032390873,-0.03365108813586006,0.024828947400788108,2.8266802097138743,1.415576300493143,-0.6047941220073157,1.01652609776242,0.0703645811860271
22673,28.0,0.0,35.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,42.0,0.0,-0.9378708503837696,-0.0968726607538991,1.9206166064038512,-0.8529741539472327,1.7863779892389082,0.8132296520961013,-0.9555022585245554,-0.2698191534823296,0.603407172802056,0.43940390114427663,0.5563074654331329,0.14173940449554864,0.2501804779227902
27362,13.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,1.0,0.0,18.0,2.1025118219781955,-0.9696107799013245,-2.4944396362449686,-0.18113900753622988,0.6714246263777094,-0.01236694159688094,-0.11871201056601138,-1.5689179319449367,-0.9181618479477769,0.03794300070679473,-0.7266545857489997,-0.023441404815278333,0.4872674058569139
32221,34.0,0.0,35.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,84.0,48.0,-1.2264580159471477,2.06969847405491,-2.6539257675965753,-0.35318561592376524,-1.463443957276097,1.61778614970735,-1.273272972855529,2.7425767793840414,0.8186983962002512,-1.145337421671348,-1.5109308748003256,-0.6350900085448337,0.8155485078568544
41391,149.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,-0.9767200934869974,0.16691168676548124,-1.7938978080570398,0.1306495816373952,0.6471895924531528,-2.7465194720462267,0.36851523632743616,0.6698541913665905,0.1020736357946712,-0.594329162433502,0.07483760602829224,1.0209051666074593,-1.1041782691691735
75126,2.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,60.0,0.0,0.43196249024875105,-0.10154697140773401,-2.100509799403326,0.917973196944932,1.0211310127746926,1.95492445721163,-1.2039098301093496,-0.2815263423369118,0.7320330996157008,-0.08744573763569491,-0.5298663136894842,0.9867379013480755,1.340134571666009
54214,494.0,0.0,16.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2884558304837885,-0.5523423162346424,-0.5535826361800074,0.17478031592922208,-0.3225796907520975,0.6809012353422176,-1.411609016035469,-1.454682885963147,-0.15104197992312415,-0.6750084645118904,0.0007382749152666715,0.8948207952926523,0.5485597177333396
86436,18.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,60.0,63.0,1.8596238035218184,1.2518438868740922,2.802105365516382,-0.32143715433045145,-0.8302425591129928,-0.19015682542722862,0.3027631535124996,-0.060455131000553136,-0.3014241411843093,0.2604626275798198,-0.27342986485796306,0.5486307563699723,-0.18990073595361384
7012,8.0,28.0,13.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,18.0,-1.7985715903397625,0.3260687048715618,-1.3652082899733193,0.45004538816364886,-2.546132146470892,0.039237324536410136,1.5438574941452272,-0.5323236512378102,-0.7696863365095077,1.4658453333356587,1.913257207006783,-0.3714745530639758,-0.15858917112529117
81010,30.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6253247508090494,2.0390668970736794,-2.859089111725277,0.6216175168745376,0.786024237509717,1.5945504579226062,0.6421993216199087,0.8498753159636315,0.27511354267846017,0.38714176193333366,0.4211218505736353,1.2275371908134656,-1.107358979093062
14178,25.0,1.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,60.0,60.0,0.28951319188453417,2.394294399295191,-0.24575160871511192,2.819728737260832,-0.46812880232575865,-0.719410648388945,0.20801596208542955,-0.99666962661939,-1.1860579683409331,-0.6491050566249009,0.3735136399350663,0.07885478019920258,0.5787215727061147
84783,13.0,1.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,-0.5859212574041932,-2.4168866233172355,-0.7281251146833518,0.2429041888365231,-0.14743374246695795,-2.2256326469432373,-0.25717257978577607,-0.5730918717272471,1.59209917109801,0.518199051012497,-0.6249111898987584,-0.2774244917732829,-1.2710073730662776
40410,357.0,4.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16020036221809,2.373200003787302,-1.4996320414860755,0.22525328530695815,-0.00027230963689195637,0.7826382592938751,-1.5396832915717547,0.7928864211042168,-0.1489938814784128,-0.12988943176611428,-1.057169375847043,-0.08615074700290584,-0.21586867600117596
1538,32.0,1.0,7.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,45.0,-2.901225144590551,-1.4711465560593278,-0.25100208600071294,0.34015330835510493,-0.4834918488624328,-0.15389886833405308,0.7594670002773126,-0.2976472237366647,-0.8771702517399312,-0.004489907818302504,-0.9743832538195508,-1.321246252465843,-0.10862951110978757
73760,290.0,1.0,46.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,60.0,8.0,-0.6659498763997308,-3.937066361419933,0.3136954959391635,0.21282032017116664,0.34138935998795905,0.16431105000562066,-0.5973088360250082,-0.5599885383575383,-0.6253479431465555,-0.00995566605888896,-0.3241430631226601,-0.7080105084285471,0.1757545982404263
53684,114.0,28.0,3.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,1.0,54.0,48.0,0.4105537916797016,0.34096011134189635,-1.7467678222451304,-1.1458170565080592,2.1361819620361446,0.6255106013892847,0.8457200287408181,-0.4075665795458474,-0.38649277831387796,0.06026595126541384,0.884377286471983,-0.24036259524212708,0.39248546679450935
80656,162.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,-0.19346565620534115,-3.559804051169543,1.721735190872001,-0.5887081088038397,0.5431757531408162,0.40040136310043656,-0.622020101925759,0.7730729107850481,-0.309415119478636,0.6403532610773697,-0.5028290739180769,0.6354075697944591,0.7277649156778573
42839,27.0,0.0,12.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,224.0,112.0,-2.8287695416812952,-1.358598601333939,-1.3035111724642883,-0.75031346772762,-0.6708642882998654,-1.88036866707212,0.6413291972913704,0.211365740117273,0.0790068399546189,-1.1578299084009511,0.7680049198732396,-0.19119721455433805,-0.6350373337959045
78374,75.0,0.0,35.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,54.0,4.0,0.0654314007469877,-1.7800272735335017,-1.6909152013189537,-0.10559258524559362,1.225124322991457,-0.9397200097209126,0.002382613360417212,0.6217242359123724,2.138785940213174,-1.1795580496994915,-0.1977061676046342,0.840243025779015,-1.6934508330197513
86382,121.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,120.0,60.0,-0.8706998495830419,-1.1204715156090737,2.3149188703374914,2.4517516506673553,1.1924374489039407,-0.18918477685201454,1.6006979198025417,-0.692624339661122,0.24339637490397992,-0.18770781674797035,0.26183474290500275,0.8677185973142769,0.4867232465923165
31946,75.0,0.0,10.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,1.0,60.0,8.0,0.3016083173074826,-2.4216382152642986,1.150159960052512,-0.2549003195690452,-2.447814568858738,0.6919014843979178,-0.8353459421055273,-1.0568200069159326,0.8655180519527795,-0.7455145528219091,0.3813002825435459,1.206713730598255,1.2820107893262098
108,65.0,0.0,28.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,8.0,-1.927882980334688,-4.1294081123647715,3.7064984421665157,-0.15550082043034064,-1.2240043140181416,-0.3419403510307882,-0.29978984025245603,5.035137032321754,-2.9217477995476973,0.3476258803181799,0.19851222244016814,-0.3619797862202281,-1.3495435336458377
49139,18.0,2.0,4.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,120.0,36.0,0.9695212690959059,2.6292221527514092,0.67379483138062,0.04374790403859133,-0.6771179422973914,-0.6576761118755865,-0.4457934255023007,-0.21101799332720442,-0.9058425985258343,-0.014561745893509033,0.3648589623084552,0.02329151987184191,-0.08169977875976202
33787,8.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,60.0,36.0,0.15406011153627638,-0.06355024127507658,1.0448906677422418,-0.19710232824028728,-2.446184760690029,0.19291866140264158,-2.0915078518719037,-1.2585761210688962,0.5405126762869393,1.1057179997554485,-0.23412278233189154,0.48096327825113516,-0.04075965648958931
37976,44.0,28.0,16.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,0.4412003827235394,-2.3778929278184426,1.192802935902125,0.2090137909108688,1.5112754430922526,0.580952325610744,0.7339151446317106,0.31078723340999254,-0.31893969544769984,-0.43220000201994657,1.6489621004432375,0.13745933881021677,0.029958391503637317
43395,84.0,28.0,9.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,63.0,84.0,-0.45635873235292784,2.5402618588291217,2.997367708024317,-0.9221080753652013,-0.4792407362381218,0.18418226744902944,-0.9434880234415353,-0.866078458635138,0.10623827811497638,0.3547370829244988,-0.47143410927429225,1.3843512147841095,0.5395630180907482
84730,78.0,4002.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,60.0,120.0,-0.06381448748831484,0.8191085428024005,-0.21868085307664525,3.2900036095803715,-1.0608767921639042,1.1834954433748786,0.9472108426607647,0.30602467516304344,0.518955380510032,-0.573124017982459,-1.138349022969619,-0.5877412096180091,-0.34356945587259496
39731,102.0,28.0,12.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,1.0,54.0,32.0,-0.686181444736507,-1.9380850540762387,-0.31494233546841044,-0.20539092403033413,-2.527748852486089,0.4644041104746594,0.4902777329881307,-1.608167693165666,0.24765303558362722,0.3284451842564638,-1.067252330220935,-0.4274942900916686,0.08661852861554512
64265,48.0,1002.0,18.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,54.0,32.0,-0.4906638025679226,-1.8122090207161252,1.3222049765209558,-0.9696380873237805,1.823688194921227,0.2922546983466267,0.3297309720368115,-0.8763797785478914,-0.42061320398515634,-0.06325205556093896,-1.2104209847878327,0.07937380802293222,0.7376666586658357
9076,4.0,1.0,12.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,0.0,1.0,60.0,60.0,0.33540804488316245,5.007210519889336,0.8694357312902411,1.572844534807937,0.47578366792028304,-0.3681731876398641,-0.47734916080589823,0.4301393505594843,-0.6398594511055509,0.210349991444006,-2.1137707574717335,-2.9179523696948033,-1.466476304315618
64161,5.0,0.0,11.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,2.2653317949999208,-1.1936556882642793,-1.5245912285116456,-0.19227478687720606,0.2986326075506928,1.02819425576144,-0.0772938104802688,-0.4917653816799673,0.25799980375142734,2.1659080913420063,0.16495481616731814,-0.20390858569539572,-0.6041275731475885
67156,127.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,54.0,0.779374488326159,2.3692764429366973,-1.4989422528708036,-0.39486391325465275,-1.0224429015909953,-0.5241446819471062,0.3600697373205032,0.1567237710405302,-1.7315882363713793,-0.04178115266463278,0.20366638057935157,2.1780579903609847,-0.08389976074092044
62551,13.0,2.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.354040104523846,-2.568793033026978,1.643188230762658,0.4933502344579982,1.4097700708519738,1.7711195255129746,-0.2784636096282575,0.08561585144451139,-0.22447225850677796,-1.0373084266184804,0.21899203768089964,-0.5592896396191672,-1.2231964762606398
50436,279.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,60.0,18.0,3.536211309708117,0.15661367239253496,-0.5933211714124638,-0.8403244555076695,2.504134139880612,0.9572334004447833,-1.1286206599493063,-0.5263911022386998,0.2679976060512893,-0.6602249362134605,0.5263301587305367,0.1774701070342226,0.027836742593432055
